"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
194085,COMPASS BEHAVIORAL CENTER OF LAFAYETTE,312 YOUNGSVILLE HIGHWAY,LAFAYETTE,LA,70508,LAFAYETTE,Hours of physical-restraint use,0.18,20,4527,,Hours of seclusion use,0.13,14,4527,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),84,335,,Alcohol use brief intervention provided or offered,99,168,,93,168,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,95,376,,5,376,,Tobacco use treatment provided or offered at discharge,83,375,,1,375,,Transition record with specified elements received by discharged patients (TR1),95,568,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,64.3,42,,45.2,42,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,83,88,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,158,23.9,18.9,29.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),90,154,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,36,,10/01/2023,12/31/2023
194086,OCEANS BEHAVIORAL HOSPITAL OF BATON ROUGE,"7855 HOWELL BLVD., STE. 100",BATON ROUGE,LA,70807,E. BATON ROUGE,Hours of physical-restraint use,0.00,0.92,17536,,Hours of seclusion use,0.01,2.93,17536,,Patients discharged on multiple antipsychotic medications with appropriate justification,58,55,,Screening for metabolic disorders (SMD),59,383,,Alcohol use brief intervention provided or offered,83,135,,73,131,,Alcohol and other drug use disorder treatment provided or offered at discharge,47,118,,18,118,,Tobacco use treatment provided or offered,99,316,,5,314,,Tobacco use treatment provided or offered at discharge,64,233,,0,233,,Transition record with specified elements received by discharged patients (TR1),83,610,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,57.7,182,,40.7,182,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,84,119,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,370,20.1,16.7,24.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),87,293,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,113,,10/01/2023,12/31/2023
194087,FREEDOM BEHAVIORAL HOSPITAL OF MONROE,4402 STERLINGTON ROAD,MONROE,LA,71203,OUACHITA,Hours of physical-restraint use,0.00,0,6107,,Hours of seclusion use,0.00,0,6107,,Patients discharged on multiple antipsychotic medications with appropriate justification,75,88,,Screening for metabolic disorders (SMD),99,261,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),98,447,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,58.2,79,,38,79,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,228,15.1,11.5,19.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),98,53,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),4.9,103,,10/01/2023,12/31/2023
194088,"ST JAMES BEHAVIORAL HEALTH HOSPITAL, INC",3136 SOUTH ST LANDRY ROAD,GONZALES,LA,70737,ASCENSION,Hours of physical-restraint use,0.11,25.45,9968,,Hours of seclusion use,0.00,0,9968,,Patients discharged on multiple antipsychotic medications with appropriate justification,2,164,,Screening for metabolic disorders (SMD),0,433,,Alcohol use brief intervention provided or offered,0,581,,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,0,422,,0,422,,Tobacco use treatment provided or offered at discharge,0,421,,0,421,,Transition record with specified elements received by discharged patients (TR1),0,599,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,37.5,48,,16.7,48,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,67.5,117,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,114,24.9,19.8,30.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),98,281,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0.8,122,,10/01/2023,12/31/2023
194089,GENESIS BEHAVIORAL HOSPITAL,606 LATIOLAIS ROAD,BREAUX BRIDGE,LA,70517,ST. MARTIN,Hours of physical-restraint use,0.00,0.25,5801,,Hours of seclusion use,0.01,2,5801,,Patients discharged on multiple antipsychotic medications with appropriate justification,93,138,,Screening for metabolic disorders (SMD),100,150,,Alcohol use brief intervention provided or offered,100,638,,100,638,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,485,,0,485,,Tobacco use treatment provided or offered at discharge,100,431,,0,431,,Transition record with specified elements received by discharged patients (TR1),100,640,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,77.9,68,,75,68,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,84.1,107,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,191,20.1,16.3,24.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),93,296,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,128,,10/01/2023,12/31/2023
194090,OCEANS BEHAVIORAL HOSPITAL OF LAKE CHARLES,302 W MCNEESE ST,LAKE CHARLES,LA,70605,CALCASIEU,Hours of physical-restraint use,0.15,22.97,6411,,Hours of seclusion use,0.00,0,6411,,Patients discharged on multiple antipsychotic medications with appropriate justification,81,31,,Screening for metabolic disorders (SMD),85,493,,Alcohol use brief intervention provided or offered,93,150,,89,148,,Alcohol and other drug use disorder treatment provided or offered at discharge,83,222,,64,222,,Tobacco use treatment provided or offered,92,328,,38,328,,Tobacco use treatment provided or offered at discharge,90,281,,1,281,,Transition record with specified elements received by discharged patients (TR1),84,608,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,46.4,28,,32.1,28,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,98,19.7,15.0,25.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),86,301,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,80,,10/01/2023,12/31/2023
194091,OCEANS BEHAVIORAL HOSPITAL OF KENTWOOD,15782 PROFESSIONAL PLZ,HAMMOND,LA,70403,TANGIPAHOA,Hours of physical-restraint use,0.01,4.51,16587,,Hours of seclusion use,0.03,11.52,16587,,Patients discharged on multiple antipsychotic medications with appropriate justification,86,73,,Screening for metabolic disorders (SMD),85,341,,Alcohol use brief intervention provided or offered,95,44,,84,44,,Alcohol and other drug use disorder treatment provided or offered at discharge,68,78,,33,78,,Tobacco use treatment provided or offered,97,130,,42,126,,Tobacco use treatment provided or offered at discharge,79,102,,15,102,,Transition record with specified elements received by discharged patients (TR1),95,610,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,52.1,144,,35.4,144,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,75.6,217,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,499,23.6,20.2,27.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),86,289,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,169,,10/01/2023,12/31/2023
194094,PHYSICIANS BEHAVIORAL HOSPITAL,2025 DESOTO ST,SHREVEPORT,LA,71103,CADDO,Hours of physical-restraint use,0.00,0,194,,Hours of seclusion use,2.85,13.25,194,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,210,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,0,129,,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),100,130,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,60.9,133,,51.9,133,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,73.1,334,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,306,14.5,11.7,17.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,38,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),4.2,95,,10/01/2023,12/31/2023
194095,OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,1310 HEATHER DRIVE,OPELOUSAS,LA,70570,ST. LANDRY,Hours of physical-restraint use,0.02,3.48,6356,,Hours of seclusion use,0.09,13.15,6356,,Patients discharged on multiple antipsychotic medications with appropriate justification,12,16,,Screening for metabolic disorders (SMD),92,328,,Alcohol use brief intervention provided or offered,94,143,,94,142,,Alcohol and other drug use disorder treatment provided or offered at discharge,92,183,,89,183,,Tobacco use treatment provided or offered,97,368,,1,363,,Tobacco use treatment provided or offered at discharge,100,279,,0,279,,Transition record with specified elements received by discharged patients (TR1),99,596,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,61.5,104,,38.5,104,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,86.2,174,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,303,21.4,17.6,25.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),92,292,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,99,,10/01/2023,12/31/2023
194096,OCEANS BEHAVIORAL HOSPITAL OF ALEXANDRIA,2621 NORTH BOLTON AVENUE,ALEXANDRIA,LA,71303,RAPIDES,Hours of physical-restraint use,Not Available,Not Available,Not Available,7,Hours of seclusion use,Not Available,Not Available,Not Available,7,Patients discharged on multiple antipsychotic medications with appropriate justification,83,52,,Screening for metabolic disorders (SMD),98,395,,Alcohol use brief intervention provided or offered,85,89,,89,83,,Alcohol and other drug use disorder treatment provided or offered at discharge,46,106,,41,106,,Tobacco use treatment provided or offered,99,233,,5,233,,Tobacco use treatment provided or offered at discharge,97,155,,1,155,,Transition record with specified elements received by discharged patients (TR1),98,555,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,49.1,106,,32.1,106,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,75.2,109,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,271,18.5,15.0,23.0,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),64,274,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,71,,10/01/2023,12/31/2023
194098,OCEANS BEHAVIORAL HOSPITAL OF GREATER NEW ORLEANS,229 BELLEMEADE BLVD,GRETNA,LA,70056,JEFFERSON,Hours of physical-restraint use,0.00,0.42,21307,,Hours of seclusion use,0.05,25.17,21307,,Patients discharged on multiple antipsychotic medications with appropriate justification,80,136,,Screening for metabolic disorders (SMD),43,462,,Alcohol use brief intervention provided or offered,75,72,,75,63,,Alcohol and other drug use disorder treatment provided or offered at discharge,44,131,,27,131,,Tobacco use treatment provided or offered,89,233,,29,217,,Tobacco use treatment provided or offered at discharge,75,186,,13,186,,Transition record with specified elements received by discharged patients (TR1),74,612,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,43.5,191,,29.3,191,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,72,286,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,522,18.4,15.6,21.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),37,301,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,190,,10/01/2023,12/31/2023
194100,SEASIDE BEHAVIORAL CENTER,"3601 COLISEUM ST., 6TH FLOOR",NEW ORLEANS,LA,70115,ORLEANS,Hours of physical-restraint use,0.01,14.92,101262,,Hours of seclusion use,0.04,87.38,101262,,Patients discharged on multiple antipsychotic medications with appropriate justification,97,203,,Screening for metabolic disorders (SMD),81,472,,Alcohol use brief intervention provided or offered,95,114,,85,110,,Alcohol and other drug use disorder treatment provided or offered at discharge,68,161,,43,161,,Tobacco use treatment provided or offered,100,406,,25,406,,Tobacco use treatment provided or offered at discharge,97,358,,22,358,,Transition record with specified elements received by discharged patients (TR1),100,580,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,50,66,,42.4,66,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,72.9,199,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,173,16.9,13.2,21.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),99,182,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),Not Available,Not Available,5,10/01/2023,12/31/2023
